rank,team,obpr,dbpr,bpr,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff
185,Eastern Washington,4.89398835101626,-6.42193461363728,-1.52794626262102,75,305,68.3660518971987,261,113,20,12,#FFE5C4,#C0D8ED,#F5F9FC
186,Gardner-Webb,-2.55944541094256,0.938841287408715,-1.62060412353385,220,144,72.37708617096,57,295,16,14,#E6EFF7,#FFF9F1,#F5F8FC
187,Jacksonville State,-0.487532824977878,-1.16279598870136,-1.65032881367924,181,195,65.9118674439333,327,317,18,15,#FAFCFD,#F3F8FB,#F4F8FC
188,Washington State,0.110342811582645,-1.91412941035286,-1.80378659877022,162,215,69.4916395779612,208,227,12,18,#FFFEFD,#ECF3F9,#F3F8FB
189,Murray State,1.69977702466618,-3.70833995450493,-2.00856292983875,128,249,70.9863465367887,116,139,14,17,#FFF6EA,#DBE8F4,#F2F7FB
190,DePaul,-1.16736946979149,-0.85632959619174,-2.02369906598323,193,189,69.4691728473454,209,194,8,24,#F3F7FB,#F6F9FC,#F2F7FB
191,Tennessee State,-5.51093905836887,3.42683319658449,-2.08410586178438,282,94,69.245751232498,220,346,13,14,#C9DDEF,#FFE9CF,#F2F7FB
192,East Carolina,-5.3532740455058,3.23475268238539,-2.1185213631204,276,97,68.51946269361,253,32,15,18,#CADEEF,#FFEBD1,#F2F6FB
193,Hofstra,4.19361371789081,-6.40267253560532,-2.20905881771451,87,303,69.5247423607855,206,300,13,18,#FFE8CC,#C1D8ED,#F1F6FB
194,Boston College,-1.77462042311103,-0.590559295030426,-2.36517971814145,203,182,72.5992936011733,51,135,9,23,#EDF4FA,#F9FBFD,#F0F6FA
195,Denver,2.33985330255978,-4.75137092821323,-2.41151762565345,118,281,68.5523229803933,252,230,16,14,#FFF2E3,#D1E2F1,#F0F5FA
196,Northern Illinois,-4.86062151678038,2.25774549639753,-2.60287602038286,260,112,69.2026823163181,225,321,12,17,#CFE1F1,#FFF1DF,#EFF5FA
197,Morehead State,1.36950732655098,-3.97676673408405,-2.60725940753307,138,257,70.3228193065676,161,101,12,16,#FFF7EE,#D8E7F3,#EFF5FA
198,Long Beach State,0.576375976555759,-3.19733381163792,-2.62095783508216,154,238,71.9581551558467,76,156,13,19,#FFFBF8,#E0EBF6,#EEF5FA
199,Fordham,-5.60048039244403,2.95554332873074,-2.64493706371329,284,102,66.617583274,317,267,12,19,#C8DDEF,#FFECD5,#EEF5FA
200,Stony Brook,-2.187644413371,-0.655446963815698,-2.8430913771867,212,185,67.6664414088933,291,178,18,14,#E9F1F8,#F8FBFD,#EDF4F9
201,New Hampshire,-4.9200900134426,2.05624240246732,-2.86384761097528,263,116,67.75025746072,288,266,17,12,#CFE1F1,#FFF2E2,#EDF4F9
202,Idaho,-1.51669781114021,-1.38569642880213,-2.90239423994234,198,204,68.163888789736,267,91,17,14,#F0F5FA,#F1F6FB,#EDF4F9
203,Georgia Southern,-0.294778577207156,-2.66156094979611,-2.95633952700326,174,225,70.3591059836259,158,236,16,15,#FCFDFE,#E5EFF7,#ECF3F9
204,James Madison,-3.10435998309835,0.144628718357543,-2.9597312647408,231,168,65.908729794,328,247,9,23,#E0ECF6,#FFFEFC,#ECF3F9
205,Fairfield,-3.52334099109142,0.277740698520189,-3.24560029257123,243,166,70.8872195170173,119,232,16,15,#DCE9F5,#FFFDFB,#EBF2F9
206,Samford,0.0824675839860258,-3.4796493178589,-3.39718173387288,165,246,70.7829308918647,124,290,18,16,#FFFEFE,#DDEAF5,#EAF2F9
207,Coastal Carolina,-2.06857432187041,-1.35023410888842,-3.41880843075882,210,202,70.5266256152821,144,8,18,18,#EAF2F9,#F1F6FB,#EAF2F8
208,New Orleans,-3.97980476201321,0.453262953534292,-3.52654180847892,248,157,68.1211969581653,271,143,17,12,#D8E7F3,#FFFCF8,#E9F1F8
209,Rider,-2.36321865770404,-1.2344051084485,-3.59762376615254,216,197,73.4936845086667,25,331,18,15,#E7F0F8,#F3F7FB,#E9F1F8
210,Missouri-Kansas City,-0.907360300211223,-2.70887585344087,-3.61623615365209,189,227,72.5181862717733,54,81,16,16,#F6F9FC,#E4EEF7,#E8F1F8
211,UMBC,2.84721276563033,-6.62684828588753,-3.7796355202572,107,311,72.0307204988507,72,324,19,13,#FFEFDD,#BED7EC,#E7F0F8
212,Navy,-5.66399591978318,1.83733088104512,-3.82666503873806,285,121,66.667220898,315,310,15,16,#C7DCEF,#FFF3E5,#E7F0F8
213,Stephen F. Austin,-5.567726278599,1.70639163861405,-3.86133463998496,283,124,68.3823065949133,259,14,15,15,#C8DDEF,#FFF4E7,#E7F0F8
214,Texas Southern,0.442012048898296,-4.33253851467325,-3.89052646577496,156,268,69.6604729966475,203,10,22,12,#FFFCF9,#D5E5F2,#E7F0F8
215,Indiana State,-5.81838676324359,1.87538007782635,-3.94300668541724,287,120,71.68616415988,86,184,10,20,#C6DBEE,#FFF3E4,#E6F0F8
216,IUPUI,0.0762282255784915,-4.02024033613406,-3.94401211055557,166,258,71.6509278743447,88,233,12,18,#FFFEFE,#D8E6F3,#E6F0F8
217,Charlotte,-0.532977471217806,-3.42307971606558,-3.95605718728339,182,243,74.006699836,19,59,12,17,#F9FBFD,#DDEAF5,#E6F0F8
218,Liberty,-3.43609200728345,-0.602424266965418,-4.03851627424887,242,184,64.8145502906667,341,246,18,14,#DDEAF5,#F9FBFD,#E6EFF7
219,Mount St. Mary's,-5.08407245994136,0.788111377727945,-4.29596108221342,268,150,68.7069535167587,243,281,20,16,#CDE0F0,#FFFAF4,#E4EEF7
220,Western Kentucky,-0.672276792035526,-3.91701945747824,-4.58929624951376,185,254,67.8363271182309,285,145,15,17,#F8FAFD,#D9E7F4,#E2EDF6
221,Holy Cross,-5.07398220461287,0.422200547377885,-4.65178165723499,267,160,62.680017926,349,114,15,17,#CDE0F0,#FFFCF9,#E2EDF6
222,Bradley,-7.88051168154638,3.07634507952679,-4.80416660201959,311,100,69.8863770307909,188,108,13,19,#B2CFE8,#FFECD4,#E1ECF6
223,Air Force,-0.332173297866348,-4.55958853633673,-4.89176183420308,175,272,69.1497841286261,228,66,10,21,#FBFCFE,#D2E3F2,#E1ECF6
224,Columbia,-3.23811711801914,-1.77223534653,-5.01035246454914,237,212,71.123872809634,108,222,10,16,#DFEBF5,#EDF4FA,#E0ECF6
225,Duquesne,-2.29047388934435,-2.87035539769458,-5.16082928703893,213,232,71.6903785170696,85,220,10,22,#E8F1F8,#E3EDF6,#DFEBF5
226,Wagner,-2.89342801570031,-2.31359788750272,-5.20702590320303,225,218,65.4213572206667,334,298,15,14,#E2EDF6,#E8F1F8,#DFEBF5
227,Sam Houston State,-6.01730871267998,0.808010383335176,-5.20929832934481,289,148,72.22551524276,64,97,17,13,#C4DAEE,#FFFAF3,#DFEBF5
228,Tennessee-Martin,0.798880835522237,-6.03811942309502,-5.23923858757279,149,298,69.5247332119336,207,65,20,13,#FFFAF5,#C4DAEE,#DFEBF5
229,Arkansas-Little Rock,-4.64573610262964,-0.74403519110221,-5.38977129373185,255,188,65.661558626,332,244,13,17,#D1E2F1,#F7FAFC,#DEEAF5
230,North Florida,-0.828133622665653,-4.68916649443062,-5.51730011709627,188,280,71.614750760288,89,154,11,19,#F6FAFC,#D1E2F1,#DDEAF5
231,Cal State Fullerton,-6.99757437404717,1.40092335711854,-5.59665101692864,302,132,71.3655255678313,98,249,16,14,#BAD4EB,#FFF6EB,#DCE9F5
232,Bowling Green,-4.25083575091674,-1.35616606592484,-5.60700181684158,250,203,72.3739682517667,58,314,12,19,#D5E5F3,#F1F6FB,#DCE9F5
233,UNLV,-5.23343400189934,-0.396025138293051,-5.62945914019239,273,178,70.5201708859584,145,111,11,21,#CBDFF0,#FBFCFD,#DCE9F5
234,Montana State,-1.3561342336871,-4.33322043361274,-5.68935466729984,194,269,71.482493844254,93,209,14,16,#F1F6FB,#D5E5F2,#DCE9F4
235,Southeast Missouri State,-1.97421616505997,-3.92435355347215,-5.89856971853212,208,255,70.6089821624248,138,98,15,16,#EBF3F9,#D9E7F4,#DAE8F4
236,Hawaii,-5.46871083670674,-0.434876399314744,-5.90358723602149,278,179,69.0275679969903,236,197,13,16,#C9DEEF,#FAFCFD,#DAE8F4
237,Tulane,-2.90636272900056,-3.10839052498439,-6.01475325398495,226,237,72.2445797719133,63,288,6,25,#E2EDF6,#E0ECF6,#DAE8F4
238,Central Michigan,5.60714992285212,-11.6619955010466,-6.05484557819445,67,345,76.413673582,5,301,14,16,#FFE1BC,#8EB9DE,#DAE8F4
239,Eastern Illinois,-4.53270236156365,-1.52557172130831,-6.05827408287196,254,208,71.0534756199864,114,319,12,15,#D2E3F2,#F0F5FA,#DAE8F4
240,Loyola Maryland,-5.49715397834839,-0.561686209651987,-6.05884018800038,281,180,67.59243974644,295,242,15,17,#C9DDEF,#F9FBFD,#DAE8F4
241,Portland State,0.361117715859246,-6.45378848311332,-6.09267076725408,157,308,72.9442154787333,43,150,12,16,#FFFDFA,#C0D8EC,#D9E7F4
242,San Jose State,-4.87949685095115,-1.32708303415624,-6.20657988510739,261,200,72.0661904263667,70,258,12,16,#CFE1F1,#F2F7FB,#D9E7F4
243,Houston Christian,0.024928706279451,-6.27272141535181,-6.24779270907236,169,301,71.755703691874,84,53,13,14,#FFFEFE,#C2D9ED,#D8E7F3
244,Lamar,-2.13261718639459,-4.30968294879398,-6.44230013518857,211,267,69.8065032107605,194,18,16,14,#EAF2F8,#D5E5F2,#D7E6F3
245,Army,-6.81044007659,0.278570364939365,-6.53186971165064,299,165,73.1868170147333,38,261,12,19,#BCD5EB,#FFFDFB,#D7E6F3
246,Long Island,-3.21552858450965,-3.48672619915134,-6.70225478366099,235,247,68.806684056534,242,334,18,12,#DFEBF5,#DDEAF5,#D6E5F3
247,Pacific,-4.38002245356132,-2.4746933663465,-6.85471581990782,251,222,68.0167286095613,275,183,10,22,#D4E4F2,#E7F0F8,#D5E5F2
248,South Carolina Upstate,-0.590792037846805,-6.41902440107186,-7.00981643891867,184,304,69.8766814691957,190,347,13,16,#F9FBFD,#C0D8ED,#D4E4F2
249,Southeastern Louisiana,-6.81146852316764,-0.278364756273721,-7.08983327944136,300,175,69.6771204511432,201,99,14,16,#BCD5EB,#FCFDFE,#D3E4F2
250,San Diego,-4.79303243121992,-2.37424788304857,-7.16728031426849,258,220,65.318747692,336,351,12,18,#D0E2F1,#E8F0F8,#D3E3F2
251,Oregon State,-6.32864383818124,-0.888102712040257,-7.2167465502215,295,190,67.1478659264,306,80,4,27,#C1D8ED,#F6F9FC,#D2E3F2
252,Oral Roberts,-0.369988133564979,-6.89648642346448,-7.26647455702946,176,313,70.5677857575548,140,133,6,22,#FBFCFD,#BCD5EB,#D2E3F2
253,South Alabama,-6.20933833915245,-1.11676126358895,-7.32609960274141,292,194,71.978264612698,75,87,12,18,#C2D9ED,#F4F8FB,#D2E3F2
254,Drexel,-3.43574133434368,-4.07300937854005,-7.50875071288373,241,260,72.8681814443533,46,195,8,23,#DDEAF5,#D7E6F3,#D1E2F1
255,Saint Louis,-8.0691456527554,0.488901875754853,-7.58024377700054,313,156,66.4659912373333,320,192,13,20,#B0CEE8,#FFFBF8,#D0E2F1
256,Tennessee Tech,-4.15846043374887,-3.59834567795148,-7.75680611170035,249,248,69.6249845327237,204,328,9,20,#D6E5F3,#DCE9F4,#CFE1F1
257,Kennesaw State,-3.17888624988673,-4.64243633370069,-7.82132258358742,234,277,71.334971184928,100,203,12,18,#E0EBF6,#D2E3F2,#CFE1F1
258,Illinois-Chicago,-5.35295996358609,-2.46917147082889,-7.82213143441498,275,221,73.659363634,23,187,15,19,#CADEEF,#E7F0F8,#CFE1F1
259,Saint Francis (PA),-3.27296894070429,-4.65654345573494,-7.92951239643923,238,278,72.15152518772,68,289,16,17,#DFEBF5,#D1E3F1,#CEE1F1
260,Cal State Northridge,-0.158799953796411,-7.86790406132291,-8.02670401511932,171,321,73.9293144926667,20,333,10,18,#FDFEFE,#B2CFE9,#CDE0F0
261,Brown,-0.278231061781783,-7.82526187386727,-8.10349293564905,173,320,72.90343407296,44,325,11,17,#FCFDFE,#B3D0E9,#CDE0F0
262,Florida Atlantic,-6.29663621648767,-1.8656288285699,-8.16226504505757,293,214,71.0713338899838,112,338,8,20,#C1D9ED,#ECF3F9,#CDE0F0
263,High Point,-4.92943309267379,-3.45441215328869,-8.38384524596248,264,245,68.3896884398918,258,198,12,16,#CEE1F1,#DDEAF5,#CBDFF0
264,Florida International,-1.63813058860211,-6.77349731014356,-8.41162789874568,199,312,66.5645349482,318,303,5,24,#EFF5FA,#BDD6EC,#CBDFF0
265,Cleveland State,-9.01418937623883,0.526942790594318,-8.48724658564451,324,155,67.9131694446765,279,38,8,22,#A7C8E5,#FFFBF7,#CBDEF0
266,Colgate,-4.724879052788,-3.82564960569622,-8.55052865848423,257,252,67.1719870778,304,322,10,21,#D0E2F1,#D9E8F4,#CADEEF
267,Robert Morris,-11.1957687786514,2.58367834615405,-8.61209043249734,340,108,70.3733188592853,156,345,14,19,#91BBDF,#FFEFDB,#CADEEF
268,Louisiana-Monroe,-6.46619636659591,-2.16168417893542,-8.62788054553134,297,216,67.06626358974,308,92,6,24,#BFD8EC,#EAF2F8,#CADEEF
269,Fairleigh Dickinson,-2.36417907776765,-6.55819892825732,-8.92237800602497,217,309,71.2504871384147,103,134,10,19,#E7F0F8,#BFD7EC,#C8DDEF
270,Cornell,-4.509959048408,-4.42212697773037,-8.93208602613836,253,271,71.2457331110767,104,263,6,22,#D3E3F2,#D4E4F2,#C8DDEF
271,UTSA,-8.28918105515384,-0.707973039263474,-8.99715409441731,317,187,70.0182171601512,178,2,12,19,#AECDE7,#F8FAFD,#C8DDEF
272,Milwaukee,-4.50851424321259,-4.58514987675274,-9.09366411996533,252,274,64.4944836586667,343,326,10,24,#D3E3F2,#D2E3F2,#C7DCEE
273,Drake,-1.46008783797977,-7.65946199047031,-9.11954982845008,196,318,70.7917633176957,123,86,6,23,#F0F6FA,#B4D1E9,#C7DCEE
274,Portland,-5.11025995528954,-4.08557410872757,-9.19583406401711,269,262,67.8892356468313,282,330,9,22,#CDE0F0,#D7E6F3,#C6DCEE
275,Seattle,-7.85512201338775,-1.34672466660679,-9.20184667999454,309,201,69.3484788940377,216,185,10,17,#B2CFE8,#F1F6FB,#C6DCEE
276,Eastern Kentucky,-5.49464221209683,-3.74214657246588,-9.23678878456272,280,250,69.7179617007288,198,105,10,19,#C9DDEF,#DAE8F4,#C6DCEE
277,Niagara,-5.18922804893161,-4.07296677710474,-9.26219482603635,272,259,71.5266672196753,91,218,10,22,#CCDFF0,#D7E6F3,#C6DCEE
278,Bryant,-3.33702149603414,-6.16113865734408,-9.49816015337822,240,299,71.3873128891683,96,76,11,20,#DEEAF5,#C3DAED,#C4DBEE
279,Jacksonville,-1.77302997373942,-7.74166083801493,-9.51469081175435,202,319,69.2325135453909,223,337,13,16,#EDF4FA,#B4D0E9,#C4DBEE
280,Sacramento State,-3.01161381945429,-6.58474514079824,-9.59635896025253,229,310,67.6312270179133,293,251,11,18,#E1ECF6,#BFD7EC,#C4DAEE
281,Cal Poly,-3.2191683664613,-6.44570873156415,-9.66487709802545,236,307,67.1863566452667,303,344,9,20,#DFEBF5,#C0D8EC,#C3DAED
282,Campbell,-3.78651822443062,-5.93240260066547,-9.71892082509609,245,297,67.9239571183187,277,277,15,19,#DAE8F4,#C5DBEE,#C3DAED
283,Appalachian State,-4.93951504465094,-4.96816396957457,-9.9076790142255,265,284,71.8379319286213,82,117,7,20,#CEE1F1,#CEE1F1,#C2D9ED
284,NJIT,-4.89570709670281,-5.03974298198708,-9.93545007868989,262,285,69.9278761444252,184,55,9,20,#CFE1F1,#CEE0F0,#C2D9ED
285,Pepperdine,-2.50236654041868,-7.59407529589741,-10.0964418363161,219,317,70.6837455341513,132,15,8,22,#E6EFF7,#B5D1E9,#C1D8ED
286,UMass Lowell,0.308729089559568,-10.5054167750533,-10.1966876854937,159,340,73.0343413194,40,136,10,20,#FFFDFB,#99C0E1,#C0D8ED
287,Manhattan,-7.21449983284418,-2.99341188097817,-10.2079117138223,305,234,71.109166243102,110,24,9,22,#B8D3EA,#E2EDF6,#C0D8EC
288,Northwestern State,-2.34161622190722,-7.99313279993032,-10.3347490218375,214,322,72.5512424722533,53,339,9,16,#E8F0F8,#B1CFE8,#BFD7EC
289,Sacred Heart,-6.04434804982994,-4.29944540416276,-10.3437934539927,291,266,72.7322265382133,49,304,14,18,#C4DAED,#D5E5F2,#BFD7EC
290,Alcorn State,-9.19482962619936,-1.31179416222202,-10.5066237884214,325,199,69.9952719973621,180,206,15,14,#A5C7E5,#F2F7FB,#BED7EC
291,Norfolk State,-8.17729262380171,-2.36705763300753,-10.5443502568092,316,219,70.1241256725648,175,116,15,17,#AFCDE7,#E8F0F8,#BED7EC
292,Austin Peay,0.802158546355667,-11.3604073106578,-10.5582487643021,148,342,71.2554476976711,102,141,9,19,#FFFAF5,#91BBDF,#BED7EC
293,North Texas,-6.01987234018723,-4.5622670860615,-10.5821394262487,290,273,72.21237734188,66,199,6,22,#C4DAEE,#D2E3F2,#BED7EC
294,Miami (Ohio),-8.99305242620909,-1.76184503608564,-10.7548974622947,323,211,70.809406674303,122,312,9,21,#A7C8E5,#EDF4FA,#BDD6EC
295,UC Riverside,-9.37220799167111,-1.47541915777192,-10.847627149443,329,206,69.431837946117,213,120,6,22,#A3C6E4,#F0F6FA,#BCD6EB
296,Southern Mississippi,-8.15253325987583,-2.70180723518595,-10.8543404950618,315,226,67.82220845988,286,83,8,21,#AFCDE8,#E4EEF7,#BCD6EB
297,Dartmouth,-4.83001847557935,-6.17480757120746,-11.0048260467868,259,300,69.2355983426588,222,243,7,20,#CFE1F1,#C3DAED,#BBD5EB
298,Detroit,-1.94617532515875,-9.1257451543313,-11.07192047949,207,331,74.4377252106667,15,265,7,23,#ECF3F9,#A6C8E5,#BBD5EB
299,Youngstown State,-2.96914254637031,-8.28618336133184,-11.2553259077021,228,325,73.4329797633333,29,164,11,21,#E2EDF6,#AECDE7,#BAD4EB
300,Radford,-7.85000812160775,-3.44642777532354,-11.2964358969313,308,244,66.3081992927333,322,241,12,18,#B2CFE8,#DDEAF5,#BAD4EB
301,Northern Colorado,-8.57568918237921,-2.85303577658245,-11.4287249589617,321,231,71.3747476991029,97,323,8,19,#ABCBE6,#E3EDF7,#B9D3EA
302,Quinnipiac,-5.13293877299217,-6.39069733277735,-11.5236361057695,271,302,75.468865128,9,255,10,21,#CCE0F0,#C1D8ED,#B8D3EA
303,Delaware,-6.30637782585752,-5.25915779832556,-11.5655356241831,294,288,67.3371666391133,301,17,11,20,#C1D8ED,#CCDFF0,#B8D3EA
304,Western Illinois,-6.83979416850048,-4.78829559430736,-11.6280897628078,301,283,70.2464527085351,167,225,6,20,#BCD5EB,#D0E2F1,#B7D3EA
305,South Florida,-7.87714594682987,-3.75663495373582,-11.6337809005657,310,251,70.6616537204558,134,107,7,23,#B2CFE8,#DAE8F4,#B7D3EA
306,Binghamton,-7.97725899998732,-3.94016773547671,-11.917426735464,312,256,68.1242748255387,269,171,9,20,#B1CEE8,#D8E7F3,#B6D1E9
307,Marist,-3.11461911297657,-8.88606150221546,-12.000680615192,232,329,68.8150552939068,241,103,8,24,#E0ECF6,#A9C9E6,#B5D1E9
308,Hampton,-9.5255721341951,-2.92924156039246,-12.4548136945876,330,233,69.7291963235655,195,148,12,17,#A2C5E4,#E2EDF6,#B2CFE9
309,Charleston Southern,-3.05473411805333,-9.42294412833068,-12.477678246384,230,334,69.9454852409346,183,221,9,19,#E1ECF6,#A3C6E4,#B2CFE8
310,American,-8.64034419452238,-3.84614828617942,-12.4864924807018,322,253,66.5181931311067,319,305,8,22,#AACAE6,#D9E7F4,#B2CFE8
311,Southern,-6.7249187380597,-5.8043122791911,-12.5292310172508,298,296,71.053745837392,113,191,13,17,#BDD6EC,#C6DCEE,#B2CFE8
312,Central Arkansas,-2.65579610956859,-10.11506309061,-12.7708592001786,221,338,73.3619001778667,32,84,9,23,#E5EEF7,#9DC2E2,#B1CEE8
313,Incarnate Word,-4.72426188737832,-8.21526140977532,-12.9395232971536,256,324,73.5856253604667,24,200,8,17,#D0E2F1,#AFCDE8,#AFCEE8
314,Texas-Rio Grande Valley,-5.42267956103191,-7.5331352707226,-12.9558148317545,277,316,75.5156082426667,8,177,7,22,#CADEEF,#B6D1E9,#AFCEE8
315,Jackson State,-10.6773062923695,-2.53327463051292,-13.2105809228824,335,224,67.0639210579333,309,96,12,17,#96BEE0,#E6EFF7,#AECDE7
316,Stetson,-2.35243227697635,-10.875124081823,-13.2275563587994,215,341,73.4917218166667,26,64,8,21,#E8F0F8,#95BDE0,#AECDE7
317,The Citadel,-1.79288403811794,-11.4813260474414,-13.2742100855593,204,343,81.4014798866667,2,257,9,21,#EDF4F9,#8FBADE,#ADCCE7
318,Savannah State,-7.72285242715501,-5.75413574148238,-13.4769881686374,307,294,83.02761928,1,285,11,16,#B3D0E9,#C7DCEE,#ACCCE7
319,Northern Arizona,-9.35522630334253,-4.21887947105363,-13.5741057743962,328,263,71.653849267278,87,71,9,21,#A3C6E4,#D6E5F3,#ACCBE7
320,Prairie View,-8.0788294749467,-5.67096554746135,-13.7497950224081,314,291,70.7511307612794,126,69,11,20,#B0CEE8,#C8DDEF,#ABCBE6
321,UC Santa Barbara,-11.0211265870993,-2.78422337194893,-13.8053499590482,338,229,67.1554326910667,305,180,7,20,#93BCDF,#E4EEF7,#AACAE6
322,Western Carolina,-12.7751400982237,-1.2036955535203,-13.978835651744,345,196,69.3137075272573,218,29,7,22,#82B1DB,#F3F7FB,#A9CAE6
323,Abilene Christian,-7.58271160901347,-6.42654124602356,-14.009252855037,306,306,67.764895701566,287,231,8,17,#B5D1E9,#C0D8ED,#A9CAE6
324,McNeese State,-8.54537867467328,-5.74162720089274,-14.287005875566,319,293,72.40822434686,55,219,5,21,#ABCBE6,#C7DCEE,#A7C9E5
325,Morgan State,-12.8318467284115,-1.5061752943097,-14.3380220227212,346,207,70.6241212066321,136,37,13,16,#81B1DA,#F0F5FA,#A7C8E5
326,Maryland-Eastern Shore,-6.43767657064899,-8.12551573360874,-14.5631923042577,296,323,70.102440628228,176,253,12,20,#C0D8EC,#B0CEE8,#A6C7E5
327,SIU Edwardsville,-9.83902569238978,-5.11532113407434,-14.9543468264641,331,287,70.9495052117935,117,235,5,23,#9FC3E3,#CDE0F0,#A3C6E4
328,Nicholls State,-7.02792030082623,-8.33359832862473,-15.361518629451,303,326,72.0863482413547,69,43,9,18,#BAD4EB,#AECDE7,#A1C4E3
329,Idaho State,-5.80519852557969,-10.3671266957623,-16.1723252213419,286,339,70.2674785644945,166,158,4,25,#C6DCEE,#9AC0E2,#9CC1E2
330,Grambling,-9.23715849080491,-7.21876997363406,-16.455928464439,327,315,69.8614152026241,191,100,13,16,#A4C7E4,#B9D3EA,#9AC0E1
331,VMI,-7.05116224125952,-9.89036425779877,-16.9415264990583,304,337,70.3787482846331,155,234,4,24,#BAD4EB,#9FC3E3,#97BFE1
332,Lafayette,-8.32613164126489,-8.6796328404148,-17.0057644816797,318,328,71.0961729863984,111,297,8,21,#ADCCE7,#ABCBE6,#97BEE0
333,Howard,-12.7049820692156,-4.35970466840206,-17.0646867376176,344,270,69.1005388822738,231,82,8,24,#83B2DB,#D4E4F2,#96BEE0
334,Hartford,-10.2656207089552,-6.97852154690832,-17.2441422558635,333,314,70.7309143364561,128,88,9,23,#9AC1E2,#BBD5EB,#95BDE0
335,South Carolina State,-5.05030144967467,-12.785653243081,-17.8359546927556,266,348,69.6143311738325,205,189,9,20,#CDE0F0,#83B2DB,#92BBDF
336,Bethune-Cookman,-8.56199059052859,-9.35978544075454,-17.9217760312831,320,333,70.2235589765945,168,161,9,21,#ABCBE6,#A4C6E4,#91BBDF
337,Alabama State,-12.2085238254089,-5.71840183170821,-17.9269256571171,341,292,71.1118320257513,109,122,7,23,#87B5DC,#C7DCEF,#91BBDF
338,Maine,-14.0385183702026,-4.61615047479344,-18.654668844996,347,276,70.3605909492052,157,284,7,24,#76AAD7,#D2E3F2,#8DB8DE
339,Coppin State,-10.1667094988891,-9.07979319888206,-19.2465026977711,332,330,70.7529607828294,125,51,7,23,#9BC1E2,#A7C8E5,#89B6DD
340,Southern Utah,-6.0006057528808,-14.04620117903,-20.0468069319108,288,349,73.2137946634,36,238,3,27,#C4DAEE,#77AAD7,#84B3DB
341,Central Connecticut,-10.9344108488867,-9.46245091859327,-20.3968617674799,337,335,67.1189381147133,307,157,6,23,#94BDE0,#A3C6E4,#82B1DB
342,Mississippi Valley State,-9.23163631326938,-11.5700914999435,-20.8017278132129,326,344,72.8380658111333,47,95,7,25,#A5C7E4,#8FB9DE,#7FB0DA
343,Delaware State,-11.1582150773626,-9.79411514206449,-20.9523302194271,339,336,67.8523174558667,283,262,8,22,#92BBDF,#A0C4E3,#7FAFDA
344,Arkansas-Pine Bluff,-17.2483944029253,-4.0731615914726,-21.3215559943979,351,261,70.0062316737808,179,34,6,24,#5697CE,#D7E6F3,#7CAED9
345,Florida A&M,-12.2854180012132,-9.12809503932066,-21.4135130405339,342,332,71.8389163496213,81,208,5,23,#87B4DC,#A6C8E5,#7CAED9
346,Saint Francis (NY),-16.9909251082867,-4.77510615913541,-21.7660312674221,350,282,69.3258100441279,217,283,3,26,#5998CF,#D0E2F1,#7AACD8
347,Longwood,-10.9095194036514,-11.8042018370203,-22.7137212406716,336,347,72.0651909898932,71,268,4,24,#94BDE0,#8CB8DD,#74A9D6
348,Chicago State,-15.3998761729023,-8.4979368751368,-23.8978130480391,349,327,69.6704697095818,202,270,3,26,#68A2D3,#ACCCE7,#6DA4D4
349,Presbyterian,-14.4851354940763,-11.6930587036358,-26.1781941977121,348,346,66.08616145,326,211,3,25,#71A7D6,#8DB9DE,#5F9CD0
350,Alabama A&M,-12.3619046481876,-14.4132480610341,-26.7751527092217,343,350,66.9128013954,313,30,2,27,#86B4DC,#73A8D6,#5B99CF
351,North Carolina A&T,-10.4459208490576,-17.3835364780026,-27.8294573270602,334,351,65.7716070486667,329,153,1,29,#99C0E1,#5696CE,#5595CD
