rank,team,obpr,dbpr,bpr,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff
32,Michigan State,7.94431982789179,7.4140829409315,15.3584027688233,39,45,68.2746015344983,265,22,21,15,#FFD5A0,#FFD197,#FFCA87
33,Middle Tennessee,7.43269175228204,7.56604555582179,14.9987373081038,44,42,66.2539766566667,323,309,29,5,#FFD7A6,#FFD095,#FFCB8A
34,VCU,6.01065067875133,8.88093650652985,14.8915871852812,60,24,70.4587162823254,148,27,26,9,#FFDFB7,#FFC883,#FFCB8A
35,Dayton,6.55290001922308,8.27976748200959,14.8326675012327,55,32,70.4411335151185,149,109,23,8,#FFDCB0,#FFCC8B,#FFCB8B
36,Miami (Fla.),6.04505344226362,8.23242348586862,14.2774769281322,59,34,65.254410178,338,204,21,12,#FFDFB6,#FFCC8C,#FFCD8F
37,Marquette,12.9837119269427,1.28403990809665,14.2677518350394,16,139,71.277787857096,101,42,19,13,#FFBA64,#FFF7ED,#FFCD8F
38,Utah,8.78320392523987,5.3868901142524,14.1700940394923,36,58,69.8994420966111,186,169,18,12,#FFD096,#FFDDB4,#FFCE90
39,Kansas State,6.82014504721103,7.25579112088449,14.0759361680955,49,47,67.3927921548867,297,215,22,13,#FFDBAD,#FFD29A,#FFCE91
40,TCU,7.85531257718624,6.21523689866398,14.0705494758502,40,54,68.6524541734007,246,62,23,15,#FFD5A1,#FFD8A8,#FFCE91
41,Northwestern,5.36452662729198,8.64144928336667,14.0059759106586,68,28,68.5628161555407,250,207,24,12,#FFE2BF,#FFC986,#FFCE91
42,Indiana,10.6122921418115,3.31847693832761,13.9307690801391,25,96,70.3934807264747,153,23,18,16,#FFC780,#FFEAD0,#FFCE92
43,Arkansas,9.86470534892346,4.02478471096236,13.8894900598858,31,83,70.9288942744993,118,60,26,10,#FFCB89,#FFE6C6,#FFCF92
44,Minnesota,4.66350479106699,9.18845459614137,13.8519593872084,78,21,71.4514301803413,94,190,24,10,#FFE6C7,#FFC67F,#FFCF92
45,Wake Forest,13.3254906996269,0.437999088192331,13.7634897878192,14,158,72.2577718422093,62,40,19,14,#FFB860,#FFFCF8,#FFCF93
46,Maryland,7.74615238057889,5.90991789739245,13.6560702779713,41,56,69.1200724533425,230,343,24,9,#FFD6A2,#FFDAAC,#FFCF94
47,Syracuse,9.78767091967534,3.82876069776435,13.6164316174397,32,86,69.0669372006311,233,3,18,16,#FFCB8A,#FFE7C9,#FFD094
48,Princeton,5.98255058877932,7.4771353388193,13.4596859275986,61,44,65.4257709586667,333,175,22,7,#FFDFB7,#FFD196,#FFD096
49,California,1.82065484887567,11.1357965311834,12.956451380059,124,12,67.909785576262,280,57,22,12,#FFF5E9,#FFBA63,#FFD299
50,Clemson,8.43391240758262,4.15198809717417,12.5859005047568,37,81,68.4147643210627,257,102,17,16,#FFD29A,#FFE5C5,#FFD39C
51,Seton Hall,4.62672055993406,7.82736079066287,12.4540813505969,79,39,69.4330280092283,211,128,21,12,#FFE6C7,#FFCE92,#FFD49D
52,Texas Tech,6.9004063752947,5.12702393866908,12.0274303139638,47,62,65.2609974333333,337,31,18,14,#FFDAAC,#FFDFB7,#FFD5A1
53,USC,9.0498472761194,2.90330184199134,11.9531491181107,34,103,70.43161429912,150,16,26,10,#FFCF93,#FFEDD6,#FFD5A1
54,Virginia Tech,11.3685712314795,0.362310232943602,11.7308814644231,22,161,69.9626218783828,181,110,22,11,#FFC377,#FFFCF9,#FFD6A3
55,Alabama,0.221561828588489,11.3371804118924,11.5587422404808,161,10,67.6250745428753,294,237,19,15,#FFFDFC,#FFB961,#FFD7A4
56,Providence,3.53187894440271,7.88383259189161,11.4157115362943,97,36,68.1218307490202,270,142,20,13,#FFECD4,#FFCE91,#FFD7A5
57,Texas A&M,4.05478436408812,7.31715743998925,11.3719418040774,91,46,66.9986036169333,311,216,16,15,#FFE9CE,#FFD199,#FFD7A6
58,UT Arlington,5.72868230950249,5.52248244921731,11.2511647587198,65,57,72.3038246644933,60,138,25,9,#FFE0BA,#FFDDB2,#FFD8A7
59,Georgetown,4.82904504337229,6.41725190928602,11.2462969526583,76,52,70.5737925421538,139,155,14,18,#FFE5C5,#FFD7A5,#FFD8A7
60,Ohio State,6.05525969371483,5.17626139224374,11.2315210859586,58,59,69.8471748819175,192,106,17,15,#FFDFB6,#FFDFB6,#FFD8A7
61,Nevada,6.83747953811321,3.82635563671615,10.6638351748294,48,88,71.76119050155,83,250,26,9,#FFDAAD,#FFE7C9,#FFDAAB
62,Oklahoma,2.17409173195107,8.43238957022921,10.6064813021803,121,29,72.3641759603747,59,240,11,20,#FFF3E5,#FFCB89,#FFDAAC
63,UNC Wilmington,11.3066096318064,-1.00982032193979,10.2967893098666,23,193,71.60040995015,90,119,26,7,#FFC378,#F5F8FC,#FFDBAE
64,Texas,0.962280509533182,9.27010406183369,10.2323845713669,144,20,69.4319854343175,212,130,12,21,#FFF9F3,#FFC57D,#FFDBAF
65,Georgia,2.33453378398547,7.62822679384328,9.96276057782876,119,41,69.4617391118787,210,349,17,16,#FFF2E3,#FFD094,#FFDCB1
66,Vermont,5.81571352275247,4.04199382610031,9.85770734885278,64,82,66.6376417186667,316,125,28,6,#FFE0B9,#FFE6C6,#FFDDB2
67,Houston,6.45957728644295,3.04935874034395,9.5089360267869,56,101,67.3729135914333,299,129,21,11,#FFDCB1,#FFECD4,#FFDEB4
68,San Diego State,-0.709618023523932,10.0274794396355,9.31786141611154,187,16,67.0576593628,310,79,18,14,#F8FAFD,#FFC173,#FFDEB6
69,Tennessee,3.15272690070163,6.12967308933902,9.28239999004064,102,55,71.9083857555333,77,104,15,16,#FFEED9,#FFD9A9,#FFDFB6
70,Iowa,6.94992740130563,2.27494103982933,9.22486844113496,46,111,73.1909921859333,37,94,19,15,#FFDAAC,#FFF1DF,#FFDFB7
71,Colorado,5.90735064566065,3.22223743509602,9.12958808075667,62,98,70.3222631047747,162,20,17,16,#FFDFB8,#FFEBD2,#FFDFB7
72,Illinois State,0.628618125832228,8.38296189680428,9.0115800226365,151,30,67.2567832082333,302,329,27,7,#FFFBF7,#FFCB8A,#FFDFB8
73,Illinois,2.38370010022908,6.60452934035181,8.98822944058089,115,50,68.6320979273241,247,50,18,16,#FFF2E2,#FFD6A3,#FFE0B8
74,Pittsburgh,7.07672036359941,1.44342130622182,8.52014166982123,45,130,67.7177939782167,289,302,15,18,#FFD9AA,#FFF6EA,#FFE1BC
75,Monmouth,4.4186960919981,4.01400279439793,8.43269888639603,82,84,73.4515031026667,27,282,28,6,#FFE7CA,#FFE6C7,#FFE1BD
76,Ole Miss,4.80998004688499,3.5653550354413,8.37533508232629,77,90,73.386423064,30,299,22,14,#FFE5C5,#FFE9CD,#FFE2BD
77,Belmont,8.1173151047351,0.185279869237924,8.30259497397302,38,167,69.4141458614319,214,166,22,7,#FFD49E,#FFFDFC,#FFE2BE
78,Davidson,5.10848612754776,2.72798232363477,7.83646845118253,72,105,70.0268460595476,177,286,17,15,#FFE4C2,#FFEED9,#FFE3C1
79,Bucknell,4.16207230837486,3.50677647884017,7.66884878721503,88,92,71.1923007171289,105,167,26,9,#FFE9CD,#FFE9CE,#FFE4C3
80,BYU,4.10612910398008,3.38003653698854,7.48616564096862,90,95,76.8047736686667,4,149,22,12,#FFE9CE,#FFEACF,#FFE5C4
81,Louisiana Tech,3.0118678791335,4.27280092864568,7.28466880777918,104,77,70.6430110837133,135,61,21,10,#FFEFDB,#FFE4C3,#FFE5C6
82,Ohio,2.57555273194595,4.66038404402555,7.2359367759715,112,72,72.4029837029373,56,213,19,11,#FFF1E0,#FFE2BE,#FFE6C6
83,Oakland,2.54481296812506,4.69049444135488,7.23530740947993,113,71,73.8136374493333,21,306,23,9,#FFF1E0,#FFE2BD,#FFE6C6
84,Auburn,6.06953435131607,1.15222927216044,7.2217636234765,57,140,75.57274621,7,264,17,15,#FFDFB6,#FFF7EE,#FFE6C6
85,Saint John's,4.94032414248526,2.09764240700378,7.03796654948905,74,115,74.670518306,13,168,15,18,#FFE4C4,#FFF2E1,#FFE6C8
86,Richmond,5.65777587434702,1.31853105546708,6.9763069298141,66,135,70.4728232799402,147,274,22,13,#FFE1BB,#FFF6EC,#FFE6C8
87,Akron,6.75244572003758,0.0236141698198634,6.77605988985744,51,170,68.162769321216,268,217,26,9,#FFDBAE,#FFFEFE,#FFE7CA
88,Cal State Bakersfield,-1.91074524232829,8.6639836127787,6.75323837045041,206,27,68.5055859923753,255,327,22,10,#ECF3F9,#FFC986,#FFE7CA
89,Saint Peter's,-1.1535220189944,7.87604977851746,6.72252775952306,192,38,63.4018573626667,348,280,23,13,#F3F8FB,#FFCE91,#FFE7CA
90,UCF,-1.14155957191293,7.82018194529599,6.67862237338306,191,40,67.4593198610667,296,9,24,12,#F3F8FB,#FFCE92,#FFE7CA
91,Georgia Tech,-3.30835006798772,9.91694432836628,6.60859426037856,239,17,69.3906285955747,215,13,20,16,#DEEBF5,#FFC174,#FFE8CB
92,East Tennessee State,1.7686529204581,4.82173390168997,6.59038682214808,126,68,72.21708277344,65,182,24,9,#FFF5E9,#FFE1BB,#FFE8CB
93,Saint Bonaventure,3.79113188027186,2.50762081022819,6.29875269050005,95,110,70.3823389738904,154,269,20,12,#FFEBD1,#FFEFDC,#FFE9CD
94,Connecticut,1.77004355559811,4.51699774991868,6.28704130551679,125,74,66.8174122926667,314,245,14,18,#FFF5E9,#FFE3C0,#FFE9CD
95,Stanford,1.60096547647577,4.64669121069312,6.24765668716888,132,73,70.1933584439107,171,127,13,17,#FFF6EB,#FFE2BE,#FFE9CE
96,College of Charleston,1.14335369488892,4.8747328896012,6.01808658449012,139,66,66.1713393973333,324,248,24,10,#FFF8F1,#FFE1BB,#FFEAD0
97,Penn State,-0.581866643935648,6.5315722168177,5.94970557288205,183,51,72.1902605835267,67,176,15,18,#F9FBFD,#FFD6A4,#FFEAD0
98,Fresno State,-0.429962973055636,6.35152937297337,5.92156639991773,179,53,70.5455390118386,142,75,18,13,#FAFCFD,#FFD7A6,#FFEAD0
99,Harvard,1.11728541754118,4.50512948531983,5.62241490286101,141,75,69.7275932262417,196,201,16,10,#FFF9F1,#FFE3C0,#FFEBD3
100,Boise State,4.1078308298041,1.44273082987933,5.55056165968344,89,131,71.0290359616283,115,342,19,12,#FFE9CE,#FFF6EA,#FFEBD3
101,Colorado State,5.06547989269268,0.429427637662812,5.49490753035549,73,159,67.3731316312333,298,291,21,13,#FFE4C2,#FFFCF9,#FFECD4
102,Florida Gulf Coast,3.47128373344309,1.8080648741444,5.27934860758749,98,122,68.07005102171,273,202,23,8,#FFECD5,#FFF3E5,#FFECD5
103,New Mexico State,4.55204393852483,0.546553380605761,5.09859731913059,80,153,69.2651880355856,219,70,24,7,#FFE7C8,#FFFBF7,#FFEDD7
104,Old Dominion,-2.85771096094956,7.881928174306,5.02421721335644,223,37,63.834519884,347,196,18,13,#E3EDF6,#FFCE91,#FFEDD7
105,NC State,5.33922151305304,-0.591443090046842,4.7477784230062,69,183,72.8926959504067,45,45,15,17,#FFE2BF,#F9FBFD,#FFEED9
106,Valparaiso,1.44642270257623,3.20695948565871,4.65338218823494,136,99,69.0409325202143,235,126,21,11,#FFF7ED,#FFEBD2,#FFEEDA
107,Memphis,1.96054445013501,2.55795044479378,4.51849489492878,123,109,70.3290634035155,160,52,19,13,#FFF4E7,#FFEFDB,#FFEFDB
108,Lehigh,3.19206556438954,1.29695517927085,4.48902074366039,101,138,70.8687811300647,121,170,19,12,#FFEED8,#FFF7EC,#FFEFDB
109,Utah State,3.05389896931478,1.30238138145465,4.35628035076943,103,136,69.2411656088259,221,6,15,15,#FFEEDA,#FFF6EC,#FFEFDD
110,Nebraska,0.0897394791680281,4.18609885628591,4.27583833545394,163,78,70.1724359227236,173,318,11,19,#FFFEFD,#FFE5C4,#FFF0DD
111,Mississippi State,0.46445443115605,3.75763445461838,4.22208888577443,155,89,70.4962987316269,146,58,15,17,#FFFCF9,#FFE7CA,#FFF0DE
112,UC Irvine,-0.679746771450541,4.75517025880549,4.07542348735495,186,69,68.6097608704693,248,123,21,14,#F8FAFD,#FFE1BC,#FFF0DF
113,George Mason,2.34518285392034,1.6686629924769,4.01384584639724,117,125,70.7181366864215,129,340,18,15,#FFF2E3,#FFF4E7,#FFF1DF
114,Towson,0.319728520838204,3.54330542606854,3.86303394690675,158,91,70.4151664541191,152,115,20,12,#FFFDFB,#FFE9CD,#FFF1E0
115,New Mexico,2.08620511041578,1.64321897134415,3.72942408175993,122,126,70.4298890175233,151,210,17,14,#FFF4E6,#FFF4E8,#FFF2E1
116,Buffalo,0.886799154261727,2.75788764701719,3.64468680127892,147,104,73.1280909011333,39,272,15,15,#FFFAF4,#FFEED8,#FFF2E2
117,Arizona State,6.59683347962456,-3.05712510998357,3.53970836964099,54,235,71.8587167058667,79,276,15,18,#FFDCB0,#E1ECF6,#FFF2E3
118,Marshall,6.74387208067854,-3.25003889184835,3.49383318883019,52,240,78.4920095866667,3,93,19,15,#FFDBAE,#DFEBF5,#FFF2E3
119,Iona,5.82428836552899,-2.51710540638266,3.30718295914634,63,223,71.8690211721647,78,278,21,14,#FFE0B9,#E6EFF7,#FFF3E5
120,Winthrop,2.73443612955376,0.535892728315735,3.27032885786949,108,154,71.8483868364407,80,348,24,7,#FFF0DE,#FFFBF7,#FFF3E5
121,Loyola Chicago,1.09587904817517,2.13143830966865,3.22731735784382,142,113,68.3604286963627,262,193,16,14,#FFF9F1,#FFF1E1,#FFF3E5
122,Toledo,4.41945015913933,-1.27243370448302,3.14701645465632,81,198,68.2980461487253,264,19,16,16,#FFE7CA,#F2F7FB,#FFF4E6
123,Santa Clara,1.66371277872833,1.38472422952984,3.04843700825816,130,133,64.909523864,340,112,17,15,#FFF6EB,#FFF6EB,#FFF4E7
124,Furman,1.53676758877755,1.29916496292428,2.83593255170184,134,137,67.6645110129747,292,172,21,12,#FFF6EC,#FFF7EC,#FFF5E8
125,George Washington,2.68115651937567,0.138134070562167,2.81929058993783,111,169,67.83917248826,284,63,21,14,#FFF0DF,#FFFEFD,#FFF5E9
126,UAB,1.70087530816937,1.01495851544459,2.71583382361396,127,142,68.7004530053493,244,11,17,15,#FFF6EA,#FFF8F0,#FFF5E9
127,UNC Asheville,1.69607477567008,0.795093440651197,2.49116821632128,129,149,69.8100412011963,193,90,21,10,#FFF6EA,#FFFAF3,#FFF6EB
128,William & Mary,7.73660896902314,-5.40534576711297,2.33126320191018,42,290,71.9833223785933,74,5,15,14,#FFD6A2,#CADEEF,#FFF6EC
129,Rice,3.97824090460125,-1.67340410977587,2.30483679482538,92,210,73.706994906,22,336,21,12,#FFEACF,#EEF4FA,#FFF7ED
130,Washington,2.37437042461489,-0.162054211710276,2.21231621290461,116,173,73.3814045184,31,173,9,22,#FFF2E2,#FDFEFE,#FFF7ED
131,Georgia State,0.0842724632931446,2.01913092643139,2.10340338972453,164,118,70.2161692137183,170,147,18,13,#FFFEFD,#FFF2E2,#FFF7EE
132,North Carolina Central,-1.37739630082735,3.43212626059268,2.05472995976533,195,93,68.9712853512567,238,186,22,9,#F1F6FB,#FFE9CF,#FFF7EE
133,Temple,1.52351395816723,0.334029757958429,1.85754371612566,135,163,69.0553065423153,234,214,16,16,#FFF6EC,#FFFCFA,#FFF8F0
134,San Francisco,-3.14873520266689,4.91987401639138,1.77113881372448,233,64,71.1692245466951,106,137,19,13,#E0ECF6,#FFE0BA,#FFF8F1
135,Albany,2.72330995954422,-0.982774101275344,1.74053585826887,109,192,66.0891156433333,325,313,20,14,#FFF0DE,#F5F9FC,#FFF9F1
136,Elon,0.0349884051300262,1.61943668478502,1.65442508991505,168,127,69.9118971038799,185,160,16,14,#FFFEFE,#FFF5E8,#FFF9F2
137,Kent State,0.584208143741445,1.05973304288443,1.64394118662588,152,141,70.2830472983802,164,259,23,12,#FFFBF8,#FFF8F0,#FFF9F2
138,Yale,0.886920069350031,0.75540155555531,1.64232162490534,146,151,70.1724017201395,174,271,17,11,#FFFAF4,#FFFAF4,#FFF9F2
139,Wyoming,0.070361629180091,1.53530803716993,1.60566966635002,167,128,74.6577996946667,14,56,20,15,#FFFEFE,#FFF5E9,#FFF9F2
140,Chattanooga,0.226148005781673,1.32173895169819,1.54788695747987,160,134,67.9178271864593,278,296,17,12,#FFFDFC,#FFF6EC,#FFF9F2
141,Grand Canyon,-2.41195035173088,3.82858667965824,1.41663632792735,218,87,70.6869838481897,131,85,20,9,#E7F0F8,#FFE7C9,#FFFAF3
142,UNC Greensboro,2.19412246249786,-0.894635412314581,1.29948705018328,120,191,68.3372996289007,263,212,22,10,#FFF3E4,#F6F9FC,#FFFAF4
143,Rutgers,-3.60479241313869,4.88738193643228,1.28258952329359,244,65,68.596947699731,249,275,14,18,#DBE9F4,#FFE0BA,#FFFAF4
144,Wofford,4.25759523957156,-3.30734648043843,0.950248759133129,85,241,68.8328232432782,240,39,14,16,#FFE8CC,#DFEBF5,#FFFBF7
145,Ball State,1.55461596087294,-0.665901376406345,0.888714584466595,133,186,72.0132637477752,73,316,20,13,#FFF6EC,#F8FBFD,#FFFBF8
146,Fort Wayne,4.2135816646198,-3.39596495159465,0.817616713025152,86,242,73.0215094656133,41,54,17,13,#FFE8CC,#DEEAF5,#FFFCF8
147,Siena,1.38320795548918,-0.578413871270395,0.804794084218787,137,181,71.1278624417125,107,254,16,18,#FFF7EE,#F9FBFD,#FFFCF8
148,Eastern Michigan,0.792787339534249,-0.0371226175374467,0.755664721996802,150,171,70.2203144934973,169,260,12,17,#FFFAF5,#FEFEFE,#FFFCF9
149,Northern Kentucky,2.38641963012926,-1.65977691726413,0.726642712865139,114,209,69.1688350174443,227,152,22,11,#FFF2E2,#EEF5FA,#FFFCF9
150,Missouri,-2.00293073744861,2.70972008553701,0.706789348088403,209,106,70.3363613441899,159,89,8,24,#EBF2F9,#FFEED9,#FFFCF9
151,North Dakota,-0.182622227880591,0.844470043183086,0.661847815302494,172,147,72.70368984624,50,132,19,10,#FDFDFE,#FFF9F3,#FFFCF9
152,Louisiana-Lafayette,5.2607082245465,-4.60196825350533,0.658739971041165,70,275,73.4363083333333,28,287,19,12,#FFE3C0,#D2E3F2,#FFFCF9
153,Western Michigan,1.01794395050485,-0.36987073796999,0.648073212534861,143,177,70.2717592604377,165,36,15,16,#FFF9F2,#FBFCFD,#FFFCF9
154,La Salle,3.64577670707806,-3.06218147274232,0.583595234335739,96,236,69.8954101895053,187,25,15,15,#FFEBD3,#E1ECF6,#FFFCFA
155,South Dakota State,5.25000301436301,-4.67049942900786,0.579503585355144,71,279,68.9899649659749,237,12,16,17,#FFE3C0,#D1E3F1,#FFFDFA
156,Arkansas State,-0.418541119128134,0.908116816036468,0.489575696908334,178,146,69.692883650708,200,146,18,13,#FAFCFD,#FFF9F2,#FFFDFB
157,Penn,-1.68244986169832,1.93944736557362,0.256997503875302,201,119,68.8980776930506,239,341,13,15,#EEF4FA,#FFF3E4,#FFFEFC
158,North Dakota State,0.582420244301335,-0.346768966053479,0.235651278247856,153,176,68.6614332149547,245,179,17,11,#FFFBF8,#FBFCFE,#FFFEFD
159,Massachusetts,-3.92852839289016,4.16340884416194,0.234880451271786,247,79,74.0448048306667,18,118,15,18,#D8E7F3,#FFE5C5,#FFFEFD
160,Lipscomb,2.94991417403106,-2.72612950726523,0.223784666765831,105,228,75.2887260313333,10,239,17,13,#FFEFDB,#E4EEF7,#FFFEFD
161,South Dakota,-0.101136096157788,0.288162728142059,0.187026631984271,170,164,72.29561972395,61,188,19,13,#FEFEFE,#FFFDFA,#FFFEFD
162,Troy,3.26749608426052,-3.20069921051324,0.0667968737472755,100,239,69.7128493303278,199,223,19,16,#FFEDD8,#E0EBF6,#FFFEFE
163,Montana,2.7185257133075,-2.83944750896568,-0.120921795658182,110,230,68.5567071844874,251,335,16,16,#FFF0DE,#E3EEF7,#FEFEFE
164,Missouri State,1.66132133919203,-1.84804129536854,-0.186719956176506,131,213,67.936685993626,276,181,17,15,#FFF6EB,#EDF3F9,#FDFEFE
165,Saint Joseph's,-1.03073754747201,0.548506533737473,-0.482231013734542,190,152,69.8848196838127,189,292,11,20,#F4F8FC,#FFFBF7,#FCFDFE
166,Southern Illinois,-1.51501516038364,0.963159913011633,-0.551855247372005,197,143,68.0514754241627,274,224,16,16,#F0F5FA,#FFF9F1,#FBFCFE
167,Wright State,0.893255169107063,-1.44971178932686,-0.556456620219795,145,205,70.6130961780381,137,48,18,12,#FFFAF4,#F0F6FA,#FBFCFE
168,Tulsa,-0.44243107386635,-0.149546633147017,-0.591977707013367,180,172,69.2125026497447,224,26,15,17,#FAFCFD,#FDFEFE,#FBFCFD
169,Evansville,-0.412085053049221,-0.180111527083655,-0.592196580132876,177,174,68.5115965790747,254,47,15,16,#FAFCFD,#FDFDFE,#FBFCFD
170,Texas A&M-Corpus Christi,-2.72327769152438,2.10063138254233,-0.622646308982043,222,114,70.6832990961313,133,44,21,12,#E4EEF7,#FFF2E1,#FBFCFD
171,Green Bay,-1.6609019217933,0.929052870870587,-0.73184905092271,200,145,75.6758532113333,6,252,16,14,#EEF4FA,#FFF9F2,#FAFCFD
172,Northern Iowa,-5.2421569750616,4.49680523362506,-0.745351741436544,274,76,65.352608202,335,49,13,16,#CBDFF0,#FFE3C0,#FAFCFD
173,LSU,4.32003668984145,-5.07276591922972,-0.752729229388266,83,286,73.2955632274,33,229,11,20,#FFE8CB,#CDE0F0,#FAFCFD
174,Omaha,3.3131474340128,-4.22176422245881,-0.908616788446013,99,264,74.8732589173333,12,226,17,14,#FFEDD7,#D6E5F3,#F9FBFD
175,Texas State,-2.94740155921785,2.02052191711556,-0.926879642102295,227,117,64.1500442793333,345,68,20,14,#E2EDF6,#FFF2E2,#F9FBFD
176,Utah Valley,-5.12215589825693,4.15315544365005,-0.969000454606876,270,80,75.2629548473333,11,350,14,17,#CDE0F0,#FFE5C5,#F9FBFD
177,Northeastern,1.12883747699241,-2.23204065275405,-1.10320317576164,140,217,67.9014617401227,281,159,14,17,#FFF9F1,#E9F1F8,#F8FAFD
178,UTEP,-3.92030970674107,2.65857583358222,-1.26173387315885,246,107,68.494078473802,256,332,14,17,#D8E7F3,#FFEED9,#F7FAFC
179,Loyola Marymount,-2.86039495392457,1.52902583128965,-1.33136912263492,224,129,69.1825519214505,226,151,14,15,#E3EDF6,#FFF5E9,#F6F9FC
180,Mercer,2.90615838858884,-4.25716615906434,-1.35100777047549,106,265,63.849106702,346,256,12,17,#FFEFDC,#D5E5F3,#F6F9FC
181,Weber State,3.79336395841776,-5.31288368856255,-1.51951973014479,94,289,68.0707998090987,272,163,16,15,#FFEBD1,#CBDFF0,#F5F9FC
182,Boston University,-1.86336589628765,0.343496438588357,-1.5198694576993,205,162,71.4044495323309,95,308,17,14,#ECF3F9,#FFFCFA,#F5F9FC
183,Canisius,4.25891980583418,-5.77940131322527,-1.52048150739109,84,295,70.7445733660943,127,311,18,16,#FFE8CC,#C7DCEE,#F5F9FC
184,UC Davis,-5.47692963286553,3.95576706796947,-1.52116256489605,279,85,70.7023489130505,130,7,22,12,#C9DDEF,#FFE6C7,#F5F9FC
