rank,team,obpr,dbpr,bpr,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff
185,Troy,1.34428212676354,-3.00632874936231,-1.66204662259877,143,239,69.3572524361967,224,116,12,17,#FFF8F1,#E1ECF6,#F4F8FB
186,Denver,0.653243785825633,-2.36362122646489,-1.71037744063925,162,222,68.5129873402094,264,160,13,14,#FFFBF8,#E7F0F8,#F3F8FB
187,Lehigh,0.546154356289467,-2.310813868482,-1.76465951219253,164,221,73.3383841967333,33,134,15,11,#FFFCF9,#E8F0F8,#F3F7FB
188,Cal State Fullerton,-1.57216701986833,-0.295715417520333,-1.86788243738867,204,173,71.6064969093707,85,184,16,11,#EEF5FA,#FCFDFE,#F2F7FB
189,Pacific,-0.0061055518492611,-2.14645818376249,-2.15256373561175,170,217,68.8430302808397,251,242,11,18,#FEFEFE,#E9F1F8,#F0F6FA
190,Colgate,1.06697534397014,-3.24588242216608,-2.17890707819594,149,246,67.9737626108751,292,238,18,12,#FFFAF3,#DEEBF5,#F0F6FA
191,Milwaukee,-4.30445529678667,1.94216844405133,-2.36228685273533,253,124,68.3305120905569,271,317,15,15,#D2E3F2,#FFF4E7,#EFF5FA
192,Washington State,2.08524253995324,-4.56378934643048,-2.47854680647724,130,275,70.1688143215905,167,41,11,17,#FFF5E9,#D1E3F1,#EEF4FA
193,Saint Peter's,-7.85579867447333,5.21925426683333,-2.63654440764,318,64,66.3699341186667,335,118,14,16,#AECDE7,#FFE2BE,#EDF4F9
194,Wagner,-3.04107224046165,0.376267379762969,-2.66480486069868,241,162,70.1274733480286,173,131,19,10,#DFEBF5,#FFFCFA,#EDF4F9
195,Miami (Ohio),-4.144833105604,1.34208517404267,-2.80274793156133,250,141,69.9201022402613,183,129,13,16,#D4E4F2,#FFF7EE,#ECF3F9
196,Liberty,-1.39348822565887,-1.442210125802,-2.83569835146087,198,202,65.2401763426667,344,332,16,14,#F0F6FA,#F0F6FA,#ECF3F9
197,Duquesne,-0.508152142624916,-2.50912505901966,-3.01727720164458,176,228,69.7063801285663,196,206,15,16,#F9FBFD,#E6EFF7,#EBF2F9
198,Hawaii,-4.39047580249622,1.34928990212076,-3.04118590037546,254,140,69.5733741388216,204,277,15,12,#D1E3F1,#FFF7EE,#EBF2F9
199,Southeastern Louisiana,-2.08830831568948,-0.990939242553621,-3.0792475582431,213,190,68.2182996995993,276,149,18,12,#E9F1F8,#F5F8FC,#EAF2F9
200,Air Force,-2.21375952727174,-0.888090596735482,-3.10185012400722,219,186,68.001838649558,291,36,11,17,#E8F0F8,#F6F9FC,#EAF2F9
201,Lamar,-2.19722855968623,-0.918682525713404,-3.11591108539963,217,188,69.2763438006196,230,274,14,12,#E8F1F8,#F5F9FC,#EAF2F9
202,Saint Francis (PA),1.08168595978906,-4.23200770029043,-3.15032174050137,147,268,71.2723386555581,104,144,16,12,#FFFAF3,#D5E5F2,#EAF2F9
203,Long Beach State,0.0492787781522505,-3.20176588518192,-3.15248710702967,168,244,73.3839182835333,32,209,14,17,#FFFEFE,#DFEBF5,#EAF2F9
204,UTSA,-1.75517688292684,-1.46658316730312,-3.22176005022996,207,204,73.1854221107333,36,218,13,13,#ECF3F9,#F0F6FA,#E9F1F8
205,Sam Houston State,-2.25184022624722,-1.10596325564138,-3.3578034818886,221,193,68.9239111215553,248,228,17,14,#E7F0F8,#F4F8FB,#E8F1F8
206,George Mason,-2.25452012807907,-1.2245086903858,-3.47902881846487,222,197,71.6155528357219,84,345,16,16,#E7F0F8,#F2F7FB,#E8F0F8
207,Ohio,-4.74077079078475,1.19549451697766,-3.5452762738071,261,146,74.4489618186667,21,48,12,16,#CEE0F0,#FFF8F0,#E7F0F8
208,Niagara,2.55822080531333,-6.20297876212667,-3.64475795681333,122,309,75.087750082,11,322,18,13,#FFF3E4,#C1D9ED,#E7F0F8
209,Fairfield,-2.3799388341367,-1.27685234661303,-3.65679118074972,227,200,72.9617745033713,41,46,17,15,#E6EFF7,#F2F7FB,#E6F0F8
210,Columbia,2.44413133674993,-6.14059931115333,-3.6964679744034,124,307,71.705926340444,78,114,7,19,#FFF3E5,#C2D9ED,#E6EFF7
211,Texas Southern,1.82115142332125,-5.75075326033185,-3.9296018370106,137,299,72.1901083413827,68,142,16,16,#FFF6EC,#C6DBEE,#E5EFF7
212,Appalachian State,-2.23317446616312,-1.95048088624117,-4.18365535240429,220,213,72.1126446297027,70,88,14,16,#E8F0F8,#EBF3F9,#E3EDF7
213,Navy,-5.48812177631333,1.22954479959507,-4.25857697671827,279,145,67.7343943495933,301,350,18,12,#C6DCEE,#FFF8EF,#E3EDF6
214,Campbell,0.87850965261181,-5.24075682038115,-4.36224716776934,156,289,69.8222440585219,191,72,15,15,#FFFAF5,#CBDEF0,#E2EDF6
215,Manhattan,-3.87964059502733,-0.640540474977067,-4.5201810700044,248,181,67.5419205200667,309,227,13,16,#D7E6F3,#F8FBFD,#E1ECF6
216,Stony Brook,-7.51807615041016,2.96085496719643,-4.55722118321373,315,106,70.462990725274,150,295,12,18,#B1CFE8,#FFEEDA,#E1ECF6
217,Massachusetts,0.945707486549756,-5.50384753401302,-4.55814004746327,152,294,69.4287270763589,216,58,11,19,#FFFAF5,#C8DDEF,#E1ECF6
218,High Point,-4.63281972793514,0.0730458137268953,-4.55977391420824,258,169,68.848433439278,250,13,10,15,#CFE1F1,#FFFEFE,#E1ECF6
219,James Madison,-3.2071538076343,-1.38800167434012,-4.59515548197443,243,201,69.2276999538686,234,334,9,19,#DEEAF5,#F1F6FB,#E0ECF6
220,UNC Wilmington,-0.757040216090941,-3.87996788236977,-4.63700809846071,183,259,75.1478676013333,10,51,9,20,#F7FAFC,#D8E7F3,#E0ECF6
221,Coastal Carolina,-2.87969090667941,-1.81905278741819,-4.6987436940976,238,210,69.164092906894,237,265,10,18,#E1ECF6,#EDF3F9,#E0EBF6
222,Mount St. Mary's,-0.796035924315334,-3.91449790887515,-4.71053383319049,184,261,67.4561992827627,312,79,16,12,#F6F9FC,#D8E7F3,#E0EBF6
223,Austin Peay,-1.20181412386146,-3.73806799905563,-4.9398821229171,193,256,70.6207242122942,141,108,17,15,#F2F7FB,#DAE8F4,#DEEAF5
224,Pittsburgh,-4.87158995804347,-0.215579107717141,-5.08716906576061,264,172,68.179243792398,279,290,8,21,#CCE0F0,#FCFDFE,#DDEAF5
225,Tennessee State,-7.26688118273333,2.13957436819667,-5.12730681453667,310,118,67.5304017433,310,250,11,14,#B4D0E9,#FFF3E4,#DDEAF5
226,Seattle,-2.7706612128564,-2.43945423502267,-5.21011544787907,237,223,69.8692169162568,188,105,15,13,#E2EDF6,#E6F0F8,#DCE9F5
227,South Alabama,-7.3217476079,1.89565671999327,-5.42609088790673,311,128,72.4546204494733,58,81,11,16,#B3D0E9,#FFF4E7,#DBE8F4
228,Kent State,-2.96421232037549,-2.50341081928964,-5.46762313966512,240,227,70.4535994884773,151,33,14,18,#E0ECF6,#E6EFF7,#DBE8F4
229,Colorado State,-0.592311003654575,-5.00474886517243,-5.59705986882701,179,283,71.0116632583741,115,302,10,20,#F8FBFD,#CDE0F0,#DAE8F4
230,California,-6.77140538715959,1.08921010690351,-5.68219528025607,303,150,70.8336360110015,122,318,8,22,#B9D3EA,#FFF9F1,#D9E7F4
231,Cal State Bakersfield,-6.95868475152627,1.1804381901665,-5.77824656135977,305,147,67.774116932618,298,66,9,18,#B7D2EA,#FFF8F0,#D9E7F4
232,Elon,-1.36536608913678,-4.48230999670982,-5.8476760858466,197,273,69.8888486295531,187,214,10,17,#F0F6FA,#D2E3F2,#D8E7F3
233,Boston University,-3.45561207119504,-2.45870998426161,-5.91432205545664,244,225,69.1859257480346,235,301,12,16,#DBE9F4,#E6EFF7,#D8E6F3
234,Florida Atlantic,-7.57449387659941,1.65055752230224,-5.92393635429717,317,134,70.4989095215163,149,243,10,17,#B1CEE8,#FFF6EA,#D8E6F3
235,Akron,-2.09324521022467,-3.91850073057267,-6.01174594079733,214,262,70.1776093200215,166,132,13,16,#E9F1F8,#D8E7F3,#D7E6F3
236,Southern Mississippi,-0.926473660551156,-5.11066503016452,-6.03713869071567,186,287,67.1160678081867,320,7,11,18,#F5F9FC,#CCDFF0,#D7E6F3
237,Santa Clara,-2.41912329146799,-3.68039012778728,-6.09951341925528,229,253,66.2036178926667,336,335,10,17,#E6EFF7,#DAE8F4,#D6E6F3
238,Oral Roberts,-0.2328057092026,-5.92190963897333,-6.15471534817593,171,302,69.388663221074,221,75,7,18,#FCFDFE,#C4DAEE,#D6E5F3
239,Louisiana-Monroe,-4.1455061616994,-2.06076938717503,-6.20627554887443,251,215,67.09702585606,322,197,11,17,#D4E4F2,#EAF2F9,#D6E5F3
240,Florida International,-6.4642630647072,0.168631342887133,-6.29563172182007,297,166,70.8812031111387,121,216,11,16,#BCD5EB,#FFFEFC,#D5E5F3
241,Hartford,-2.6512156494199,-3.70225306145579,-6.35346871087569,232,254,68.140286343208,281,336,16,15,#E3EEF7,#DAE8F4,#D5E5F2
242,UTEP,-6.02555537446125,-0.366067002953343,-6.39162237741459,289,175,69.3622261373597,222,43,10,20,#C1D8ED,#FBFCFD,#D5E5F2
243,Tennessee Tech,-6.66855382477377,0.0948335784083521,-6.57372024636542,300,168,71.7133334131213,77,136,14,13,#BAD4EB,#FFFEFD,#D3E4F2
244,Central Arkansas,-1.76474194422367,-4.90802937201467,-6.67277131623833,208,279,74.9141268466667,15,333,15,17,#ECF3F9,#CEE1F0,#D3E3F2
245,Abilene Christian,-5.77858160300008,-0.911375429484216,-6.6899570324843,284,187,70.7197052023155,134,276,12,16,#C3DAED,#F6F9FC,#D3E3F2
246,North Dakota,-1.51027036817764,-5.25568487047633,-6.76595523865396,202,290,73.31412803266,34,130,10,18,#EFF5FA,#CBDEF0,#D2E3F2
247,Green Bay,-4.27585763147756,-2.50061024670562,-6.77646787818317,252,226,74.6510066526667,17,244,9,20,#D3E3F2,#E6EFF7,#D2E3F2
248,Loyola Marymount,-0.657356175071895,-6.11990086850331,-6.7772570435752,181,306,69.2596174883165,232,289,9,18,#F8FAFD,#C2D9ED,#D2E3F2
249,Delaware,-2.38317918372282,-4.46788571629173,-6.85106490001455,228,272,68.0231581499207,290,170,11,19,#E6EFF7,#D2E3F2,#D1E3F1
250,Texas State,-6.31670680950032,-0.614492977550269,-6.93119978705059,293,180,65.2249156073333,345,326,11,19,#BED6EC,#F8FBFD,#D1E2F1
251,Idaho State,-0.722040296202667,-6.22418295341333,-6.946223249616,182,310,69.0758169386272,241,123,11,15,#F7FAFC,#C1D8ED,#D1E2F1
252,NJIT,-5.20192635628574,-1.7853970025545,-6.98732335884024,272,208,69.622766082269,201,220,11,15,#C9DDEF,#EDF4F9,#D1E2F1
253,Charleston Southern,-3.54613096741067,-3.604320046982,-7.15045101439267,245,252,68.7312614989609,255,173,11,15,#DAE8F4,#DBE8F4,#D0E1F1
254,Eastern Illinois,-5.71861127470445,-1.53463384068081,-7.25324511538525,283,205,68.1148574258787,283,188,10,18,#C4DAEE,#EFF5FA,#CFE1F1
255,Holy Cross,-5.11332945640928,-2.29223388259238,-7.40556333900166,268,220,65.178077692,346,339,12,17,#CADEEF,#E8F1F8,#CEE0F0
256,Cornell,-0.310411204217667,-7.10594518086667,-7.41635638508433,173,321,71.7476074681593,76,124,11,15,#FBFDFE,#B8D3EA,#CEE0F0
257,Drexel,-2.2002616518945,-5.28004972027843,-7.48031137217293,218,292,71.8461714151963,75,164,12,18,#E8F1F8,#CADEEF,#CDE0F0
258,Northern Illinois,-3.05534090387231,-4.52943842505804,-7.58477932893035,242,274,68.9449420342868,247,27,12,18,#DFEBF5,#D2E3F2,#CDE0F0
259,Bowling Green,-4.4451399945864,-3.1576676483598,-7.60280764294619,255,243,72.4016710283367,59,215,13,15,#D1E2F1,#DFEBF5,#CDE0F0
260,Brown,-2.9368178057124,-4.74189673730751,-7.6787145430199,239,278,73.41057609722,31,300,9,16,#E0ECF6,#D0E2F1,#CCDFF0
261,Hampton,-4.83592963099133,-2.90835992284067,-7.744289553832,263,236,73.2352053336667,35,86,12,15,#CDE0F0,#E2EDF6,#CCDFF0
262,IUPUI,-4.50487348011865,-3.31003262076354,-7.81490610088219,257,247,67.67481598371,304,54,9,18,#D0E2F1,#DEEAF5,#CBDFF0
263,Long Island,-1.08990672594233,-6.87554587093333,-7.96545259687566,190,316,72.0003997749293,73,212,16,16,#F3F8FB,#BBD5EB,#CADEEF
264,New Orleans,-5.44948360202826,-2.56965957209394,-8.01914317412221,275,230,67.8910452273985,294,312,13,16,#C6DCEE,#E5EFF7,#CADEEF
265,Southeast Missouri State,0.935464861116965,-9.02479204643692,-8.08932718531995,153,332,71.6303771187253,82,347,12,16,#FFFAF5,#A5C7E5,#C9DEEF
266,Lafayette,-2.09755843407067,-6.04397227988,-8.14153071395067,215,305,69.7022809121314,197,8,9,20,#E9F1F8,#C3DAED,#C9DDEF
267,Quinnipiac,-2.37954742717869,-5.80418212756819,-8.18372955474688,226,300,68.5617366916665,260,307,12,18,#E6EFF7,#C5DBEE,#C9DDEF
268,Army,-5.60904076236249,-2.5892960763771,-8.19833683873959,282,231,72.74271253652,49,145,10,18,#C5DBEE,#E5EFF7,#C9DDEF
269,Prairie View,-4.94013095472467,-3.374515658734,-8.31464661345867,266,248,72.9825996536493,40,278,15,16,#CCDFF0,#DDEAF5,#C8DDEF
270,Gardner-Webb,-5.81957535611924,-2.52746091643794,-8.34703627255718,285,229,69.3922594714582,220,92,10,17,#C3DAED,#E6EFF7,#C8DDEF
271,New Hampshire,-5.54293342421333,-2.82944385938333,-8.37237728359667,280,233,67.2981529548,315,313,8,20,#C6DBEE,#E3EDF6,#C7DCEF
272,Fordham,-8.01756449218825,-0.466719665511485,-8.48428415769973,319,178,67.5511367896667,308,331,9,20,#ACCCE7,#FAFCFD,#C7DCEE
273,Samford,2.12373373312067,-11.2903450846667,-9.166611351546,128,346,72.5307115436947,54,74,7,20,#FFF5E8,#8FBADE,#C2D9ED
274,Eastern Kentucky,-2.37684366372152,-6.80297635841317,-9.17982002213469,225,315,70.2941397524857,161,343,9,19,#E6EFF7,#BBD5EB,#C2D9ED
275,Robert Morris,-10.3155862246667,1.12009929075867,-9.195486933908,335,149,71.0498716278157,111,349,13,17,#94BDE0,#FFF8F1,#C2D9ED
276,Arkansas State,-1.45213320288618,-7.77084565450129,-9.22297885738747,200,323,71.3060588544492,101,293,9,21,#F0F5FA,#B2CFE8,#C2D9ED
277,Rice,-4.7345570126845,-4.68494550353423,-9.41950251621873,260,277,69.5615075852925,206,324,5,22,#CEE0F0,#D0E2F1,#C1D8ED
278,Western Carolina,-8.2309176051986,-1.26567418174547,-9.49659178694407,322,199,71.4556139205785,91,109,10,18,#AACAE6,#F2F7FB,#C0D8EC
279,Montana State,-2.56595937973949,-6.9386207793713,-9.50458015911079,231,319,70.7721212270902,129,111,9,19,#E4EEF7,#BAD4EB,#C0D8EC
280,North Florida,0.883162064399673,-10.4338348021309,-9.55067273773127,155,340,75.0481171926667,13,64,10,18,#FFFAF5,#97BFE1,#C0D8EC
281,UMass Lowell,-1.10968069923649,-8.46358003017258,-9.57326072940907,191,327,72.8685372124267,44,330,10,17,#F3F7FB,#ABCBE6,#C0D8EC
282,Fairleigh Dickinson,-2.69285778146922,-6.90689865218083,-9.59975643365005,233,318,71.698806915538,79,288,10,18,#E3EDF7,#BAD4EB,#BFD7EC
283,Pepperdine,-1.74346259279469,-7.87870470235349,-9.62216729514818,206,324,69.5074269972685,209,282,5,24,#EDF3F9,#B1CEE8,#BFD7EC
284,Southern Utah,-4.80654923905861,-4.96914459619739,-9.775693835256,262,282,73.5764635452,27,179,11,19,#CDE0F0,#CDE0F0,#BED7EC
285,Cleveland State,-6.32707255007833,-3.45130225746749,-9.77837480754583,294,250,69.5058852973086,210,201,10,23,#BDD6EC,#DCE9F5,#BED7EC
286,Sacred Heart,-5.15446628424233,-4.62656461411987,-9.7810308983622,269,276,69.5458090024803,207,329,9,19,#CADEEF,#D1E2F1,#BED7EC
287,Youngstown State,-1.25398455154273,-8.54540979386667,-9.7993943454094,194,330,73.0602315336,38,87,9,19,#F2F7FB,#AACAE6,#BED7EC
288,East Carolina,-5.48284725995652,-4.37001377830593,-9.85286103826245,278,269,71.039533825099,112,172,10,18,#C6DCEE,#D3E4F2,#BED6EC
289,Dartmouth,-5.82830922426449,-4.20708000819961,-10.0353892324641,286,267,69.1029146154379,240,148,6,20,#C3D9ED,#D5E5F2,#BDD6EB
290,North Carolina Central,-8.90523833062304,-1.15761960939974,-10.0628579400228,326,195,68.13639420725,282,45,15,13,#A3C6E4,#F3F7FB,#BCD6EB
291,Texas-Rio Grande Valley,-6.43822429362729,-3.77044224081644,-10.2086665344437,295,257,75.5451704886667,9,321,13,17,#BCD6EB,#D9E7F4,#BBD5EB
292,South Florida,-7.56310085837823,-2.90735566788184,-10.4704565262601,316,235,67.1599994873133,319,178,8,22,#B1CEE8,#E2EDF6,#BAD4EB
293,Omaha,-0.354686930855333,-10.1442811773333,-10.4989681081887,175,337,71.3866440152767,96,196,7,19,#FBFCFD,#9AC1E2,#BAD4EB
294,Portland,-6.4589501664,-4.38372331450933,-10.8426734809093,296,270,70.2724884024497,162,233,7,20,#BCD5EB,#D3E4F2,#B7D2EA
295,Chattanooga,-5.58937732207867,-5.27523266012667,-10.8646099822053,281,291,67.8146046736467,296,245,8,22,#C5DBEE,#CADEEF,#B7D2EA
296,McNeese State,-5.18481808741696,-5.73568920913947,-10.9205072965564,270,298,72.5557682687033,53,181,8,16,#C9DEEF,#C6DBEE,#B7D2EA
297,Bethune-Cookman,-4.7105251116133,-6.26225438403924,-10.9727794956525,259,311,76.2856181,4,135,15,13,#CEE1F1,#C1D8ED,#B6D2EA
298,UC Riverside,-10.7979316372847,-0.210000822047792,-11.0079324593325,338,171,69.8967945449426,185,152,6,23,#90BADE,#FCFDFE,#B6D2EA
299,Morehead State,-6.17971454120605,-4.93610633067703,-11.1158208718831,290,280,70.7150296743435,135,115,6,20,#BFD7EC,#CEE0F0,#B5D1E9
300,Detroit,-1.3148615372123,-9.8704596196353,-11.1853211568476,196,336,74.4930425826667,19,231,6,23,#F1F6FB,#9DC2E2,#B5D1E9
301,Norfolk State,-7.45371396093333,-3.78610646965413,-11.2398204305875,314,258,70.1439102814702,170,193,12,16,#B2CFE8,#D9E7F4,#B5D1E9
302,Siena,-7.3600862032151,-3.90097927742561,-11.2610654806407,313,260,70.0141942331753,179,162,8,22,#B3D0E9,#D8E7F3,#B5D1E9
303,Kennesaw State,-5.0056237076609,-6.33839607229672,-11.3440197799576,267,312,69.7124134507357,195,62,7,18,#CBDFF0,#C0D8EC,#B4D0E9
304,Texas A&M-Corpus Christi,-9.498903026,-1.87647916060973,-11.3753821866097,331,212,70.2259488342221,163,328,7,18,#9DC2E2,#ECF3F9,#B4D0E9
305,Tennessee-Martin,-8.48296634137235,-3.09365419824517,-11.5766205396175,324,241,69.3615979909316,223,262,7,19,#A7C9E5,#E0ECF6,#B2CFE9
306,Binghamton,-8.34420677298629,-3.4016168488204,-11.7458236218067,323,249,68.9868726852145,244,180,7,21,#A9C9E6,#DDEAF5,#B1CFE8
307,Sacramento State,-5.88495637308181,-5.8692953544429,-11.7542517275247,287,301,67.79273458162,297,325,4,24,#C2D9ED,#C5DBEE,#B1CFE8
308,Loyola Maryland,-6.85525337373392,-4.96577294940426,-11.8210263231382,304,281,70.6122740470107,143,246,8,22,#B8D3EA,#CDE0F0,#B1CEE8
309,Charlotte,-5.27139897015444,-6.75690371314985,-12.0283026833043,273,314,73.0403641431467,39,94,5,22,#C8DDEF,#BCD5EB,#AFCEE8
310,Jacksonville,-8.03100996766728,-4.05479519104584,-12.0858051587131,320,265,71.40822403419,94,67,11,16,#ACCBE7,#D6E6F3,#AFCDE8
311,Missouri-Kansas City,-6.68334243656883,-5.59824929817314,-12.281591734742,301,296,70.9890517004086,117,167,7,20,#BAD4EB,#C7DCEF,#AECDE7
312,North Carolina A&T,-7.32965442762454,-5.00751551361613,-12.3371699412407,312,284,70.8081771209215,124,73,17,11,#B3D0E9,#CDE0F0,#ADCCE7
313,Stetson,-5.46851952774357,-6.96168796635981,-12.4302074941034,277,320,71.3599608913773,97,308,7,19,#C6DCEE,#BAD4EB,#ADCCE7
314,Saint Francis (NY),-7.26278932424667,-5.17471227136733,-12.437501595614,309,288,72.4780965892527,56,259,10,15,#B4D0E9,#CBDFF0,#ADCCE7
315,Grambling,-10.8232272097292,-1.77611943671083,-12.59934664644,339,207,72.9431498179987,42,348,17,11,#8FBADE,#EDF4F9,#ACCBE7
316,Western Illinois,-9.69940992262411,-2.93832512975458,-12.6377350523787,332,238,69.8579551410142,189,271,6,15,#9BC1E2,#E1EDF6,#ABCBE7
317,Morgan State,-6.74255755083435,-5.97874069063483,-12.7212982414692,302,303,71.2844853579027,103,158,9,15,#B9D4EA,#C3DAED,#ABCBE6
318,Arkansas-Little Rock,-10.7228517803925,-2.06250076342842,-12.7853525438209,337,216,67.3053071309333,314,217,6,23,#90BADF,#EAF2F9,#ABCBE6
319,American,-7.11057165535078,-5.73509761928473,-12.8456692746355,308,297,68.2774333906593,275,247,6,23,#B5D1E9,#C6DBEE,#AACAE6
320,Central Connecticut,-6.50333431471648,-6.34249627742185,-12.8458305921383,298,313,67.0755679492,323,249,14,17,#BCD5EB,#C0D8EC,#AACAE6
321,Southern,-9.7336772956,-3.2239890443182,-12.9576663399182,333,245,71.0970041183753,109,251,13,18,#9AC1E2,#DFEBF5,#A9CAE6
322,SIU Edwardsville,-6.26345038212326,-6.88824495355095,-13.1516953356742,291,317,70.7612902329296,130,199,9,20,#BED7EC,#BAD4EB,#A8C9E6
323,San Jose State,-9.24369297642849,-4.17044112571979,-13.4141341021483,328,266,69.2779405862321,229,99,2,26,#9FC4E3,#D5E5F3,#A6C8E5
324,Arkansas-Pine Bluff,-9.40002384657005,-4.04746148438134,-13.4474853309514,329,264,69.8121305411816,192,165,15,21,#9EC3E3,#D7E6F3,#A6C8E5
325,The Citadel,-2.71789733512561,-11.2241594895887,-13.9420568247143,235,344,78.92505514,1,255,7,19,#E3EDF6,#90BADE,#A3C6E4
326,Marist,-5.19231152393,-9.03768675,-14.22999827393,271,333,70.7869798399431,127,240,5,23,#C9DDEF,#A5C7E5,#A1C5E3
327,Houston Christian,-6.27161151764,-8.46267286333333,-14.7342843809733,292,326,75.8923498873333,6,143,3,24,#BED7EC,#ABCBE6,#9EC3E3
328,Cal State Northridge,-5.95316350830608,-8.85216049181238,-14.8053240001185,288,331,68.101479286718,285,315,4,23,#C1D9ED,#A7C8E5,#9DC2E2
329,Cal Poly,-6.66829741716765,-8.46475029333753,-15.1330477105052,299,329,69.4631984501061,212,39,6,23,#BAD4EB,#ABCBE6,#9BC1E2
330,Alcorn State,-6.96638857655407,-8.39622383538755,-15.3626124119416,306,325,69.4805800328147,211,47,7,20,#B7D2EA,#ACCBE7,#9AC0E1
331,VMI,-13.8148800835989,-1.78839148183049,-15.6032715654294,344,209,71.3585431244953,98,189,7,21,#70A7D5,#EDF4F9,#98BFE1
332,Northern Arizona,-10.6482531197251,-5.02492046703588,-15.673173586761,336,285,70.94467562693,119,219,4,26,#91BBDF,#CDE0F0,#98BFE1
333,Alabama State,-9.80156190618359,-6.03144609183575,-15.8330079980193,334,304,72.269713742998,65,279,9,20,#9AC0E1,#C3DAED,#96BEE0
334,South Carolina Upstate,0.40860123754469,-17.0205841105391,-16.6119828729944,166,350,70.3098717159167,160,60,3,22,#FFFDFA,#5697CE,#91BBDF
335,Howard,-5.46437884860667,-11.2563622026667,-16.7207410512733,276,345,73.4772837832667,29,44,8,22,#C6DCEE,#8FBADE,#91BBDF
336,Jackson State,-14.72673024,-2.2471085142902,-16.9738387542902,347,219,66.398982172,334,232,8,21,#67A1D3,#E8F1F8,#8FBADE
337,Maine,-13.0767981354209,-4.45729420654644,-17.5340923419674,343,271,72.5232917872047,55,309,4,24,#78ABD8,#D2E3F2,#8BB7DD
338,Incarnate Word,-9.45134881319957,-8.46404980830935,-17.9153986215089,330,328,71.5868113447963,87,252,3,20,#9DC2E2,#ABCBE6,#89B6DC
339,Presbyterian,-8.0843468385267,-10.1501545837585,-18.2345014222852,321,338,65.4904856126667,343,190,8,19,#ABCBE6,#9AC1E2,#87B4DC
340,Bryant,-7.11012525004214,-11.7540065068767,-18.8641317569189,307,347,72.004768481964,72,285,3,27,#B5D1E9,#8AB7DD,#83B2DB
341,Northwestern State,-12.92548977,-6.15781675972667,-19.0833065297267,342,308,70.5530550279328,146,163,2,21,#7AACD8,#C2D9ED,#81B1DA
342,Florida A&M,-9.192687758,-10.1817935306667,-19.3744812886667,327,339,69.6493703148669,199,202,7,23,#A0C4E3,#9AC0E1,#7FB0DA
343,Chicago State,-8.49969785268193,-12.7808939458204,-21.2805917985024,325,349,72.7214738004067,50,281,1,28,#A7C8E5,#80B0DA,#73A8D6
344,Coppin State,-16.33044562,-5.33106831766,-21.66151393766,350,293,69.6577001077741,198,133,4,26,#5797CE,#CADEEF,#70A6D5
345,Maryland-Eastern Shore,-11.4087282011388,-10.7443882734893,-22.1531164746281,341,341,67.666664215024,305,9,6,23,#89B6DD,#94BDE0,#6DA4D4
346,South Carolina State,-11.0217023925729,-11.9839856945804,-23.0056880871533,340,348,72.4570901090793,57,260,6,18,#8DB8DE,#88B5DC,#67A1D3
347,Longwood,-15.7467042875406,-7.65945798744597,-23.4061622749866,349,322,70.3956256557357,156,169,3,25,#5D9AD0,#B3D0E9,#659FD2
348,Mississippi Valley State,-14.6574888456396,-9.43483356721535,-24.092322412855,346,335,71.3215293774845,100,125,3,26,#68A1D3,#A1C5E4,#609DD1
349,Delaware State,-14.030054382,-11.0585912846667,-25.0886456666667,345,343,67.699316853068,302,35,2,26,#6EA5D5,#91BBDF,#5A99CF
350,Alabama A&M,-14.929245032008,-10.9026585392528,-25.8319035712608,348,342,67.7510371931867,299,161,2,28,#65A0D2,#93BCDF,#5596CD
